Domain,mean,domain_abundance_std,count_domain,percentile_rank
DUF4659,11.3335,0.0,3,19.457859479669732
DUF2052,11.325666666666665,0.0,4,19.442280729085525
DEC-1_N,11.311,0.0,1,19.426701978501324
zf-NADH-PPase,11.3105,0.0,2,19.403333852625018
NUDIX-like,11.3105,0.0,2,19.403333852625018
DUF3631,11.306,0.0,1,19.379965726748715
GTP_cyclohydroI,11.301,0.0,1,19.36438697616451
SCA7,11.294999999999998,0.0,4,19.348808225580306
PTPlike_phytase,11.288,0.0,3,19.333229474996106
MCCD1,11.245,0.0,1,19.3176507244119
dbPDZ_assoc,11.243,0.0,1,19.2942825985356
Takusan,11.243,0.0,1,19.2942825985356
CENP-B_N,11.2305,0.0,10,19.270914472659292
ERCC4,11.225399999999999,0.0,5,19.25533572207509
GFO_IDH_MocA_C,11.220666666666666,0.0,4,19.239756971490888
RDM,11.2078,0.0,5,19.224178220906683
Jak1_Phl,11.197799999999999,0.0,6,19.20859947032248
DUF3377,11.17575,0.0,4,19.19302071973828
PspB,11.166,0.0,1,19.177441969154074
DUF3699,11.165611111111112,0.808223050896224,10,19.16186321856987
PRELI,11.159333333333334,0.0,6,19.146284467985666
DNA_pol_A,11.137333333333332,0.0,3,19.130705717401465
TEDC1,11.113,0.0,2,19.11512696681726
Lig_chan-Glu_bd,11.10875,1.389464825031567,18,19.091758840940955
Lig_chan,11.10875,1.389464825031567,18,19.091758840940955
C1ORF64,11.106,0.0,1,19.068390715064652
FYRN,11.0692,0.0,5,19.04502258918835
FYRC,11.0692,0.0,5,19.04502258918835
CtIP_N,11.0685,0.0,2,19.021654463312043
DUF4693,11.046,0.0,1,19.00607571272784
CiPC,11.0425,1.16743329573899,1,18.990496962143634
DUF4648,11.036,0.0,1,18.974918211559434
GREB1,11.0195,0.0,2,18.95933946097523
DUF5529,11.014,0.0,1,18.94376071039103
UPF0227,11.01,0.0,1,18.92818195980682
GPI2,11.001,0.0,1,18.91260320922262
DUF4702,10.984,0.0,1,18.897024458638416
DZR,10.963,0.0,2,18.873656332762113
Fn3_assoc,10.963,0.0,1,18.873656332762113
PDE4_UCR,10.961500000000001,0.0,4,18.850288206885807
LMSTEN,10.943,0.0,2,18.834709456301603
PTP_tm,10.94075,0.0,4,18.819130705717402
SIX1_SD,10.937857142857142,0.0,7,18.803551955133198
TEX33,10.935,0.0,1,18.787973204548994
CABIT,10.92875,0.0,6,18.772394453964793
AKNA,10.9175,0.0,4,18.75681570338059
IL6Ra-bind,10.916727272727274,0.0,11,18.741236952796385
PGC7_Stella,10.9125,0.0,2,18.725658202212184
DUF5520,10.905,0.0,1,18.71007945162798
TMEM132D_C,10.901000000000002,0.0,6,18.694500701043776
PTR2,10.8932,0.0,7,18.678921950459575
TGF_beta_GS,10.888857142857145,0.0,7,18.66334319987537
ARHGEF5,10.8645,0.0,2,18.647764449291166
DUF4061,10.863499999999998,0.0,2,18.632185698706962
FAM27,10.8485,0.0,2,18.61660694812276
TPP1,10.833,0.0,1,18.601028197538557
FAM219A,10.832,0.0,2,18.585449446954357
RITA,10.824,0.0,1,18.56987069637015
PUFD,10.808,0.0,2,18.55429194578595
DUF5305,10.789,0.0,2,18.538713195201744
XK-related,10.7835,0.0,8,18.523134444617543
Mesothelin,10.7595,0.0,2,18.50755569403334
zf-C4,10.72808888888889,0.0,45,18.491976943449135
Galactosyl_T,10.712,0.0,16,18.47639819286493
NinF,10.706,0.0,1,18.46081944228073
PDGF,10.697111111111111,0.0,9,18.445240691696526
Treslin_N,10.694,0.0,1,18.429661941112325
CEP19,10.684000000000001,0.0,2,18.414083190528117
DUF2353,10.669333333333334,0.0,3,18.398504439943917
GnRH,10.6625,0.0,2,18.382925689359713
7tm,10.659835425383543,12.504476318502906,721,18.367346938775512
RGS_DHEX,10.64725,0.0,4,18.351768188191304
Cu-binding_MopE,10.629,0.0,1,18.336189437607104
SAYSvFN,10.625,0.0,1,18.3206106870229
bZIP_Maf,10.609538461538461,0.0,13,18.3050319364387
Peptidase_M54,10.6095,0.0,2,18.289453185854494
DUF4681,10.605,0.0,1,18.27387443527029
Rab_bind,10.601214285714287,8.759507663105277,7,18.25829568468609
DUF1891,10.598,0.0,1,18.242716934101885
CABS1,10.588,0.0,1,18.22713818351768
MYO10_CC,10.585,0.0,1,18.21155943293348
DUF4662,10.576,0.0,1,18.195980682349276
FOXP-CC,10.574166666666667,0.0,12,18.180401931765072
STAC2_u1,10.568,0.0,3,18.16482318118087
zf-C2HC,10.5677,3.4061333649755996,35,18.149244430596667
GCIP,10.5565,0.0,2,18.133665680012463
TAFA,10.547,0.0,5,18.11808692942826
Glutenin_hmw,10.545,0.0,1,18.094718803551952
DUF4588,10.545,0.0,1,18.094718803551952
MKRN1_C,10.541,0.0,2,18.071350677675653
OAR,10.540799999999999,1.2247089450150999,15,18.055771927091445
Med13_N,10.53,0.0,1,18.040193176507245
TMEM132D_N,10.5292,0.0,5,18.01682505063094
TMEM132,10.5292,0.0,5,18.01682505063094
TBX,10.526,0.0,2,17.993456924754632
Mannosyl_trans,10.513,0.0,1,17.97008879887833
Glyco_hydro_65m,10.513,0.0,2,17.97008879887833
NB-ARC,10.5075,0.0,2,17.946720673002027
TALPID3,10.496,0.0,1,17.931141922417822
Cdd1,10.4875,0.0,2,17.915563171833618
Peptidase_M23,10.46,0.0,1,17.899984421249414
DUF3432,10.443,0.0,2,17.884405670665213
IL12p40_C,10.435500000000001,0.0,2,17.86882692008101
PCAF_N,10.430499999999999,0.0,2,17.85324816949681
G8,10.4095,0.0,6,17.8376694189126
Hormone_recep,10.388425531914892,0.0,47,17.8220906683284
DUF2207,10.377,0.0,1,17.806511917744196
FlaC_arch,10.3605,0.0,2,17.790933167159995
AlbA,10.357714285714286,0.0,13,17.77535441657579
DASH_Hsk3,10.347,0.0,1,17.759775665991587
LCCL,10.341,0.0,8,17.744196915407386
IL7,10.34,0.0,1,17.72861816482318
PRR22,10.331,3.327644512263892,1,17.713039414238978
DUF4485,10.323,0.7693321779309644,1,17.697460663654773
ARA70,10.303,0.0,4,17.681881913070573
Ins_P5_2-kin,10.289,0.0,1,17.66630316248637
P_proprotein,10.266,0.0,7,17.642935036610062
S8_pro-domain,10.266,0.0,7,17.642935036610062
Tub,10.264800000000001,0.0,6,17.61956691073376
RasGEF,10.256499999999999,0.0,30,17.603988160149555
DuoxA,10.253499999999999,0.0,2,17.588409409565354
TMEM238,10.242,0.0,1,17.57283065898115
Phe_ZIP,10.234,0.0,3,17.557251908396946
FNIP,10.219,0.0,1,17.541673157812742
DUF4533,10.214500000000001,0.0,2,17.52609440722854
CEBP_ZZ,10.182875,11.104252901478786,4,17.510515656644337
zf_PR_Knuckle,10.15,0.0,6,17.494936906060136
TMEM171,10.143,0.0,1,17.47935815547593
Androgen_recep,10.129,0.0,1,17.463779404891728
WTX,10.128333333333334,0.0,4,17.448200654307524
Neuro_bHLH,10.11925,0.0,4,17.432621903723323
5HT_transport_N,10.113,0.0,1,17.41704315313912
IFNGR1,10.112,0.0,1,17.401464402554915
Anoctamin,10.0936,0.0,10,17.38588565197071
Gly_rich,10.089500000000001,0.0,2,17.37030690138651
SPATA48,10.082500000000001,0.0,4,17.354728150802305
DLEU7,10.08,0.0,1,17.3391494002181
DUF4695,10.077,0.0,1,17.323570649633897
DUF5861,10.072,0.0,2,17.307991899049696
DCAF15_WD40,10.054,0.0,1,17.292413148465492
CECR6_TMEM121,10.0415,0.0,2,17.27683439788129
TP53IP5,10.035,0.0,1,17.261255647297087
Milton,10.0305,0.0,2,17.245676896712883
RTTN_N,10.026,0.0,1,17.230098146128682
HEAT_PBS,10.0235,0.0,2,17.214519395544478
TAF1D,10.023,0.0,1,17.198940644960274
PIP49_C,9.997333333333334,0.0,6,17.18336189437607
FGF,9.997095238095238,0.0,21,17.16778314379187
Branch,9.987285714285715,0.0,7,17.152204393207665
FAM163,9.9835,0.0,2,17.136625642623464
JSRP,9.959,0.0,1,17.121046892039256
CxC4,9.907,0.0,1,17.105468141455056
FAM70,9.87,0.0,2,17.08988939087085
UL45,9.860545454545456,0.9583804046410797,11,17.07431064028665
DUF3528,9.86,0.0,4,17.058731889702447
HlyD,9.837,0.0,1,17.043153139118242
FAM53,9.832333333333333,0.0,3,17.02757438853404
UPF0547,9.831,0.0,1,17.011995637949838
SPACA9,9.829,0.0,1,16.996416887365633
Cul7,9.809333333333333,0.0,3,16.980838136781433
Spond_N,9.795,0.0,1,16.965259386197225
Sox17_18_mid,9.787,0.0,3,16.949680635613024
CCM2_C,9.776625,0.4744686501761734,5,16.93410188502882
Gal-3-0_sulfotr,9.76875,0.0,5,16.91852313444462
Acetyltransf_CG,9.762,0.0,1,16.90294438386041
Neil1-DNA_bind,9.761,0.0,1,16.88736563327621
Microtub_bd,9.735,0.0,1,16.871786882692007
zf_ZIC,9.7302,0.0,6,16.856208132107806
TINF2_N,9.675,0.0,1,16.840629381523602
DUF4680,9.671,0.0,1,16.825050630939398
ASD2,9.65125,0.0,4,16.809471880355193
MNE1,9.636,0.0,1,16.793893129770993
zf-BED,9.633333333333335,0.0,10,16.77831437918679
BCLP,9.6295,0.0,2,16.762735628602584
A2L_zn_ribbon,9.611,0.0,1,16.747156878018384
FtsX_ECD,9.575,0.0,1,16.73157812743418
UCMA,9.573,0.0,1,16.71599937684998
DUF5524,9.555,0.0,1,16.700420626265775
CCDC74_C,9.55425,0.3556859569901522,2,16.68484187568157
DUF1126,9.548,0.0,9,16.669263125097366
DEPP,9.538,0.0,1,16.653684374513166
Rab15_effector,9.529,0.0,1,16.63810562392896
Zn-ribbon,9.513333333333334,0.0,12,16.62252687334476
FAM212,9.504,0.0,3,16.606948122760553
Homeobox_KN,9.502676470588236,6.481012768078766,17,16.591369372176352
SCAN,9.48601694915254,0.0,59,16.575790621592148
MREG,9.478,0.0,1,16.560211871007947
MIIP,9.461,0.0,1,16.54463312042374
APC_u15,9.455,0.0,1,16.48231811808693
APC_u13,9.455,0.0,1,16.48231811808693
APC_u14,9.455,0.0,1,16.48231811808693
APC_u5,9.455,0.0,1,16.48231811808693
APC_u9,9.455,0.0,1,16.48231811808693
EB1_binding,9.455,0.0,1,16.48231811808693
APC_15aa,9.455,0.0,4,16.48231811808693
DUF3522,9.424666666666667,0.0,3,16.420003115750117
NEXCaM_BD,9.40525,0.0,4,16.404424365165916
DUF1713,9.394,0.0,1,16.388845614581708
LLCFC1,9.386,0.0,1,16.373266863997507
DOR,9.3725,0.0,2,16.357688113413303
Daz,9.358083333333333,0.8193340791968398,34,16.342109362829103
HSD3,9.349,0.0,1,16.3265306122449
RGM_N,9.341666666666667,0.0,3,16.303162486368596
RGM_C,9.341666666666667,0.0,3,16.303162486368596
ISK_Channel,9.323166666666667,0.0,6,16.27979436049229
PrmC_N,9.31,0.0,1,16.264215609908085
BCMA-Tall_bind,9.292,0.0,1,16.24863685932388
PNRC,9.2865,0.0,2,16.23305810873968
DUF3591,9.278,0.0,2,16.209689982863374
TBP-binding,9.278,0.0,2,16.209689982863374
T-box,9.2753125,0.0,16,16.18632185698707
Caskin-Pro-rich,9.259,0.0,2,16.155164355818663
Caskin1-CID,9.259,0.0,2,16.155164355818663
Caskin-tail,9.259,0.0,2,16.155164355818663
DUF4371,9.249318181818182,0.0657609306503489,11,16.124006854650258
SAE2,9.244,0.0,2,16.108428104066054
Ephrin_lbd,9.239928571428573,2.142533546995238,14,16.09284935348185
DUF4710,9.233,0.0,1,16.07727060289765
Tcp10_C,9.231,0.0,5,16.061691852313444
SHIPPO-rpt,9.213999999999999,0.0,30,16.046113101729244
G0-G1_switch,9.201,0.0,1,16.030534351145036
Mid1,9.19,0.0,1,16.014955600560835
DUF4483,9.178,0.0,1,15.999376849976631
zf-C2H2,9.17538888888889,18.429447568135803,11059,15.983798099392429
Drc1-Sld2,9.144,0.0,2,15.960429973516124
MazG,9.144,0.0,1,15.960429973516124
Peptidase_M76,9.142,0.0,1,15.93706184763982
PTN13_u3,9.138,0.0,1,15.921483097055617
IMS,9.1345,0.0,4,15.89811497117931
IMS_C,9.1345,0.0,4,15.89811497117931
DUF3416,9.126,0.0,1,15.874746845303006
Gal_Lectin,9.1132,0.0,6,15.859168094718804
ABC2_membrane,9.109388888888889,0.0,35,15.843589344134601
Neuralized,9.084,1.3194612536940975,11,15.828010593550399
DUF5585,9.045,0.0,3,15.812431842966193
DUF4629,9.031,0.0,1,15.79685309238199
IFN-gamma,9.029,0.0,1,15.781274341797788
Sulfate_transp,9.027,0.0,11,15.757906215921484
STAS,9.027,0.0,11,15.757906215921484
CHAT,9.025,0.0,1,15.734538090045177
KIND,9.0225,0.0,5,15.718959339460975
Orai-1,9.016666666666667,0.0,3,15.703380588876772
Jiv90,9.016,0.0,1,15.680012463000468
VGLL4,9.016,0.0,1,15.680012463000468
HNOBA,9.013625000000001,0.0,8,15.656644337124161
GDNF,9.012333333333332,0.0,15,15.641065586539959
DENND11,9.001,0.0,1,15.625486835955757
HGSNAT_cat,8.997,0.0,1,15.609908085371554
Endothelin,8.995333333333333,0.0,6,15.59432933478735
FAM76,8.986,0.05091168824543146,2,15.578750584203146
TMEM89,8.977,0.0,1,15.563171833618943
Hepsin-SRCR,8.976,0.0,1,15.54759308303474
P5-ATPase,8.964500000000001,0.0,4,15.532014332450537
Intu_longin,8.95,0.0,11,15.516435581866334
Activin_recp,8.943200000000001,0.0,10,15.500856831282132
GDWWSH,8.932,0.0,1,15.485278080697928
SSDP,8.909,0.0,4,15.469699330113725
Caudal_act,8.904666666666666,0.0,3,15.454120579529521
GMAP,8.898,0.0,1,15.438541828945318
zf-nanos,8.89,0.0,2,15.422963078361116
zf-C3Hc3H,8.877500000000001,0.0,4,15.407384327776914
DUF1736,8.8755,0.0,4,15.391805577192711
DUF4174,8.841666666666667,0.0,5,15.376226826608505
DUF4471,8.8385,1.0189408716898143,1,15.352858700732202
DUF4470,8.8385,1.0189408716898143,1,15.352858700732202
DUF4481,8.838,0.0,1,15.329490574855898
IL3Ra_N,8.837,0.0,2,15.313911824271692
FAM92,8.8275,0.0,2,15.29833307368749
TMCCDC2,8.824,0.0,1,15.282754323103287
Limkain-b1,8.807500000000001,0.0,2,15.267175572519085
HlyIII,8.802999999999999,0.0,11,15.251596821934882
DUF1129,8.794,0.0,1,15.236018071350676
DUF4460,8.793,0.0,1,15.212649945474373
DUF4461,8.793,0.0,1,15.212649945474373
TPH,8.7928,0.0,5,15.189281819598069
zf-C2H2_3rep,8.785571428571428,0.0,7,15.173703069013866
TAT_ubiq,8.775,0.0,1,15.15812431842966
Dmrt1,8.757,0.0,1,15.142545567845458
AIB,8.755,0.0,1,15.126966817261255
Tmpp129,8.747,0.0,1,15.111388066677053
RGS12_us1,8.7335,0.0,2,15.095809316092849
zf-tcix,8.729,0.0,1,15.080230565508646
BSMAP,8.722999999999999,0.0,2,15.064651814924442
FAM221,8.721,0.0,3,15.04907306434024
CFC,8.71925,0.0,4,15.033494313756037
DUF4732,8.718,0.0,1,15.017915563171833
Astacin,8.699833333333332,0.0,6,15.00233681258763
KKLCAg1,8.693,0.0,1,14.986758062003428
DUF6528,8.6855,0.0,2,14.971179311419224
FIIND,8.684000000000001,0.0,2,14.955600560835022
TGFb_propeptide,8.682652173913043,0.0,23,14.940021810250817
SOCS_box,8.6822,0.0,42,14.924443059666615
LIX1,8.68,0.0,2,14.908864309082412
Synaptonemal,8.616,0.0,1,14.89328555849821
GAPT,8.609,0.0,1,14.877706807914004
ABC_transp_aux,8.598,0.0,1,14.862128057329802
PRT_C,8.596666666666666,0.0,3,14.8465493067456
RTP801_C,8.596,0.0,2,14.823181180869295
Dendrin,8.596,0.0,1,14.823181180869295
Pex26,8.567,0.0,1,14.799813054992988
HYR,8.56,0.0,4,14.784234304408786
zf-H2C2,8.53868848300355,16.57829534863783,5781,14.768655553824583
IZUMO,8.5322,0.0,5,14.753076803240381
Gb3_synth,8.5295,0.0,2,14.729708677364076
Gly_transf_sug,8.5295,0.0,2,14.729708677364076
Guanylate_cyc,8.528578947368421,0.0,29,14.70634055148777
GP38,8.517,0.0,1,14.690761800903568
MOEP19,8.5042,2.1255629842467623,5,14.675183050319365
DUF5582,8.502,0.0,1,14.65960429973516
Fibin,8.493,0.0,1,14.644025549150957
Zfx_Zfy_act,8.49,0.0,4,14.628446798566754
CitMHS,8.477,0.0,2,14.612868047982552
DUF4207,8.463000000000001,0.0,3,14.59728929739835
DUF4635,8.462,0.0,1,14.581710546814145
Jiraiya,8.461,0.0,1,14.566131796229943
Spc110_C,8.434,0.0,1,14.550553045645739
EVI2A,8.42,0.0,1,14.534974295061536
SRRM_C,8.417,0.0,2,14.519395544477334
Anoct_dimer,8.408,0.0,9,14.50381679389313
H2TH,8.399,0.0,3,14.488238043308927
YhhN,8.389,0.0,2,14.472659292724725
MYT1,8.363666666666667,0.0,4,14.45708054214052
TMEM151,8.363,0.0,2,14.441501791556316
Tnp_P_element,8.356,0.0,1,14.425923040972114
GBR2_CC,8.347,0.0,1,14.410344290387911
PNMA,8.3277,0.0,10,14.394765539803709
G_path_suppress,8.322,0.0,1,14.379186789219506
AnkUBD,8.309,0.0,1,14.3636080386353
TarH,8.307,0.0,1,14.348029288051098
Protocadherin,8.301916666666667,0.5550788232314399,6,14.332450537466896
DnaJ_CXXCXGXG,8.293,0.0,3,14.316871786882693
RET_CLD4,8.286,0.0,1,14.285714285714285
RET_CLD1,8.286,0.0,1,14.285714285714285
RET_CLD3,8.286,0.0,1,14.285714285714285
GLTSCR1,8.280999999999999,0.0,2,14.25455678454588
DUF6249,8.267,0.0,1,14.238978033961677
Sox_N,8.263666666666667,0.0,3,14.223399283377471
Barttin,8.253,0.0,1,14.207820532793269
TCR,8.2425,0.0,4,14.192241782209067
VEGF_C,8.197,0.0,1,14.176663031624864
Pep_M12B_propep,8.176538461538462,0.0,39,14.161084281040662
ASXH,8.142333333333333,0.0,3,14.137716155164357
HARE-HTH,8.142333333333333,0.0,3,14.137716155164357
LKAAEAR,8.141,0.0,1,14.11434802928805
Motilin_ghrelin,8.1395,0.0,2,14.090979903411746
Motilin_assoc,8.1395,0.0,2,14.090979903411746
Reprolysin,8.13815,0.0,41,14.067611777535442
FA_FANCE,8.127,0.0,1,14.05203302695124
DUF4691,8.126,0.0,1,14.036454276367035
DUF5591,8.122,0.0,1,14.020875525782833
CaM_bdg_C0,8.082,0.0,1,14.005296775198628
Herpes_UL52,8.078,0.0,1,13.989718024614426
DDE_Tnp_1,8.0645,0.0,6,13.974139274030223
CTC1,8.063,0.0,1,13.958560523446021
Sprouty,8.052000000000001,0.0,7,13.942981772861817
POM121,8.0345,8.918690935333503,8,13.927403022277613
Mem_trans,8.03,0.0,2,13.91182427169341
MJ1316,8.02,0.0,1,13.896245521109208
Stanniocalcin,8.014,0.0,2,13.880666770525005
Angiomotin_C,8.011333333333333,0.0,5,13.8650880199408
Opiods_neuropep,8.005333333333333,0.0,3,13.849509269356597
TMEM82,7.995,0.0,1,13.833930518772394
Glyco_tran_10_N,7.9815,0.0,8,13.818351768188192
Neurokinin_B,7.98,0.0,1,13.80277301760399
DUF1619,7.975333333333334,0.0,5,13.787194267019784
Patched,7.974333333333334,0.0,11,13.771615516435581
GCM,7.973000000000001,0.0,2,13.756036765851379
Papilin_u7,7.964,0.0,1,13.740458015267176
ANF_receptor,7.963115384615385,1.389464825031567,40,13.724879264682974
Adipogenin,7.9595,0.0,2,13.709300514098768
TAS2R,7.9586250000000005,0.0,24,13.693721763514565
Uso1_p115_C,7.951,0.0,1,13.678143012930363
RyR,7.913250000000001,0.0,13,13.66256426234616
CITED,7.905666666666668,0.0,3,13.646985511761955
HIF-1,7.903,0.0,3,13.631406761177752
DUF4535,7.8975,0.0028284271247465066,2,13.61582801059355
STIL_N,7.896,0.0,1,13.600249260009347
Vert_IL3-reg_TF,7.89,0.0,1,13.584670509425145
CMS1,7.889861111111112,0.7476697354670265,41,13.56909175884094
CaKB,7.87925,0.0,4,13.553513008256738
DAOA,7.875,0.0,1,13.537934257672536
NOD,7.865125,0.7898382745853739,4,13.51456613179623
NODP,7.865125,0.7898382745853739,4,13.51456613179623
EPOP,7.8605,0.0,2,13.491198005919925
MYCBPAP,7.8545,0.0,3,13.475619255335722
IQCJ-SCHIP1,7.832750000000001,0.5480077554195746,2,13.46004050475152
Suppressor_APC,7.788,0.0,4,13.444461754167317
MFS_1_like,7.7855,0.0,2,13.428883003583111
IMS_HHH,7.7815,0.0,2,13.413304252998909
HIF-1a_CTAD,7.776,0.0,2,13.397725502414707
RNase_Zc3h12a,7.752857142857144,0.0,7,13.382146751830504
DUF3128,7.748,0.0,1,13.366568001246302
NCKAP5,7.7355,0.0,2,13.350989250662096
DUF5530,7.714,0.0,1,13.335410500077893
SCRG1,7.712,0.0,1,13.31983174949369
NKAIN,7.707,0.0,4,13.296463623617386
DUF4601,7.707,0.0,1,13.296463623617386
Chibby,7.689666666666667,0.0,4,13.27309549774108
DUF3496,7.6785000000000005,0.6510540172161856,6,13.257516747156878
GPS,7.666096774193549,0.0,31,13.241937996572675
YabA,7.6515,0.0,2,13.226359245988473
Ysc84,7.644,0.0,1,13.210780495404267
CENP-P,7.632,0.0,1,13.195201744820064
GAIN,7.630285714285714,0.0,14,13.179622994235862
DUF3543,7.612500000000001,0.0,2,13.16404424365166
DUF5528,7.612,0.0,1,13.148465493067457
LLC1,7.5954999999999995,0.0,2,13.132886742483251
Hox9_act,7.5847500000000005,0.04242640687119288,5,13.117307991899049
CaM_bind,7.562,0.0,1,13.101729241314846
DAZAP2,7.561,0.0,1,13.086150490730644
AKAP7_RIRII_bdg,7.544,0.0,3,13.070571740146441
SCIMP,7.512,0.0,1,13.054992989562237
UvrD-helicase,7.49,0.0,1,13.039414238978035
FSIP1,7.478,0.0,1,13.023835488393832
DUF5535,7.477,0.0,1,13.008256737809628
TRH,7.462,0.0,2,12.992677987225424
IL5,7.453,0.0,1,12.977099236641221
AC_N,7.4405,0.0,8,12.961520486057019
V1R,7.435333333333333,0.0,3,12.945941735472816
IL2RB_N1,7.426,0.0,2,12.930362984888614
Nab1,7.412,0.0,1,12.914784234304408
C6_DPF,7.409,0.0,1,12.899205483720205
TEP1_N,7.403,0.0,4,12.8758373578439
DUF5920,7.403,0.0,1,12.8758373578439
DUF5918,7.388,0.0,1,12.852469231967595
Afaf,7.386,0.0,1,12.836890481383392
DUF5640,7.381,0.0,1,12.82131173079919
Neurensin,7.35825,0.0,4,12.805732980214987
LIN52,7.352,0.0,1,12.790154229630785
TubC_N,7.343,0.0,3,12.774575479046579
DUF3399,7.326333333333333,0.0,3,12.751207353170276
Shal-type,7.326333333333333,0.0,3,12.751207353170276
GGN,7.303,0.0,1,12.727839227293972
DNER_C,7.298,0.0,1,12.712260476709769
Enkurin,7.2805,0.0,2,12.696681726125563
Alpha_kinase,7.273833333333333,0.0,6,12.68110297554136
SMRP1,7.273,0.0,1,12.665524224957158
DUF4534,7.26,0.0,1,12.649945474372956
DUF1053,7.252571428571429,0.0,7,12.634366723788752
Neuregulin,7.251,0.0,2,12.618787973204547
PHD20L1_u1,7.247,0.0,1,12.603209222620345
TRIF-NTD,7.242,0.0,1,12.587630472036142
ThrE,7.221,0.0,1,12.57205172145194
PPPI_inhib,7.204,0.0,1,12.548683595575636
RNA_pol_Rpc82,7.204,0.0,1,12.548683595575636
INSIG,7.1915000000000004,0.0,2,12.525315469699331
KCTD4_C,7.19,0.0,1,12.509736719115129
SWI-SNF_Ssr4,7.179,0.0,1,12.494157968530924
IRK_N,7.1626666666666665,0.0,3,12.478579217946722
UPF0560,7.153666666666666,0.0,4,12.463000467362518
SWIM,7.14575,0.0,4,12.447421716778315
LIFR_N,7.133333333333333,0.0,4,12.431842966194111
Preseq_ALAS,7.1235,0.0,3,12.416264215609909
wnt,7.086842105263158,0.0,19,12.400685465025706
Vpu,7.083,0.0,1,12.385106714441502
Fapy_DNA_glyco,7.081999999999999,0.0,2,12.3695279638573
CCCAP,7.0680000000000005,3.0886424202228397,1,12.353949213273095
HPD,7.0595,0.0,2,12.338370462688893
Neural_ProG_Cyt,7.059,0.0,1,12.315002336812588
Chon_Sulph_att,7.059,0.0,1,12.315002336812588
DUF4545,7.056,0.0,2,12.291634210936282
Peptidase_M8,7.018,0.0,4,12.27605546035208
TMEM156,7.017,0.0,1,12.260476709767877
Ribonuc_2-5A,7.011583333333333,5.997803459045096,5,12.244897959183673
Cadherin-like,7.003,0.0,1,12.22931920859947
DUF5550,6.988,0.0,1,12.213740458015266
Microcephalin,6.971,0.0,1,12.198161707431064
ADAM_CR,6.966954545454545,0.0,65,12.18258295684686
SPO22,6.954,0.0,2,12.167004206262657
Pecanex_C,6.95025,0.0,4,12.151425455678455
FAM167,6.928,0.0,2,12.13584670509425
Med26_M,6.922,4.665733811524185,1,12.112478579217948
Med26_C,6.922,4.665733811524185,1,12.112478579217948
Chromosome_seg,6.914,0.0,2,12.081321078049541
DUF4210,6.914,0.0,2,12.081321078049541
BROMI,6.905,0.0,2,12.057952952173236
EpoR_lig-bind,6.896666666666666,0.0,6,12.042374201589032
DUF4566,6.8950000000000005,0.0,2,12.02679545100483
Transmemb,6.895,0.0,2,12.011216700420627
Orn_Arg_deC_N,6.892333333333333,0.0,3,11.995637949836423
WEMBL,6.886,0.0,2,11.98005919925222
KRAB,6.86673417132216,16.433391042833083,364,11.964480448668017
OFCC1,6.864,0.0,1,11.948901698083814
MNNL,6.849,0.0,4,11.933322947499612
Prog_receptor,6.839,0.0,1,11.917744196915407
CANIN,6.838,0.0,2,11.902165446331205
Neur_chan_LBD,6.8332173913043475,24.686511944784748,47,11.886586695747
WBP-1,6.8118,0.0,5,11.871007945162798
GEVED,6.808,0.0,1,11.855429194578594
MLANA,6.797,0.0,1,11.839850443994392
Neur_chan_memb,6.795829787234043,24.686511944784748,67,11.82427169341019
zf-3CxxC,6.7848749999999995,0.0,8,11.808692942825985
DUF4619,6.779,0.0,1,11.793114192241783
PLA2_inh,6.75,0.0,1,11.777535441657578
KcnmB2_inactiv,6.745,0.0,1,11.761956691073376
DUF716,6.7330000000000005,0.0,4,11.746377940489172
Rad52_Rad22,6.7325,0.0,2,11.73079918990497
Harakiri,6.72,0.0,1,11.715220439320767
ALMS_repeat,6.717,0.0,36,11.699641688736563
VEGFR-2_TMD,6.713,0.0,3,11.68406293815236
Ten1,6.704,0.0,1,11.668484187568156
BK_channel_a,6.69825,0.0,4,11.652905436983954
HAP1_N,6.696166666666667,0.0,6,11.63732668639975
DUF4701,6.696,0.0,1,11.621747935815547
RD3,6.6925,0.0,2,11.606169185231344
DUF4490,6.686999999999999,0.0,2,11.59059043464714
Det1,6.682,0.0,1,11.575011684062938
FNIP_M,6.6815,0.0,2,11.543854182894533
FNIP_N,6.6815,0.0,2,11.543854182894533
FNIP_C,6.6815,0.0,2,11.543854182894533
CCDC66,6.6785,0.0,3,11.512696681726126
CDT1,6.677,0.0,1,11.48932855584982
CDT1_C,6.677,0.0,1,11.48932855584982
DUF4577,6.673,0.0,1,11.465960429973517
Tektin,6.6575,0.0,6,11.450381679389313
Ion_trans,6.65,0.0,210,11.43480292880511
JCAD,6.645,0.0,1,11.419224178220906
DUF6450,6.641,0.0,3,11.403645427636704
c-SKI_SMAD_bind,6.628,0.0,4,11.388066677052501
GHBP,6.624,0.0,1,11.372487926468297
NAT,6.601,0.0,1,11.356909175884095
DUF4712,6.587,0.0,1,11.34133042529989
RIB43A,6.584,0.0,2,11.325751674715688
Syntaphilin,6.5600000000000005,0.0,2,11.310172924131484
DSL,6.535,0.0,7,11.294594173547281
TEX13,6.534000000000001,0.0,2,11.279015422963079
DUF5745,6.532,0.0,1,11.263436672378875
CEP63,6.5285,0.0,3,11.247857921794672
