Gn,mean,std
BEST2,4.636,
ATOH8,4.634,
NIPAL1,4.634,
FJX1,4.633,
FAM20C,4.633,
RBM43,4.632,
CCDC62,4.632,
ZNF20,4.631,
AMOTL2,4.629,
LIPJ,4.628,
CATIP,4.624,
ZDHHC2,4.623,
CBWD3,4.62175,1.6847346724830785
MAGEE1,4.62,
BBS10,4.62,
BTN2A2,4.619,
CLIP4,4.616,
MYRIP,4.615,
FOXN1,4.614,
OR2L13,4.614,
C9orf85,4.611,
RBMY1C,4.61,
RBMY1A1,4.61,
RBMY1D,4.61,
CCDC70,4.608,
AMOT,4.607,
TIMD4,4.606,
ZNF613,4.602,
NPTX2,4.601,
MAB21L1,4.598,
MYT1L,4.598,
CEP126,4.597,
METTL25,4.596,
EFS,4.595,
MLXIPL,4.594,
SULT1C4,4.593,
FAM217A,4.592,
SULT1C3,4.591,
PLEKHG1,4.589,
CCDC66,4.587,
MYLIP,4.584,
APCDD1L,4.584,
ALPK2,4.58,
TEAD2,4.579,
CALN1,4.577,
DPPA2,4.576,
RLIM,4.575,
GAREM2,4.573,
OR51Q1,4.572,
KCNC2,4.57,
CDR1,4.565,
EXD1,4.565,
MAS1L,4.564,
DENND2A,4.564,
WNT8A,4.564,
BHLHA9,4.563,
OR8J1,4.563,
AIM2,4.562,
CCDC85A,4.558,
RNF38,4.558,
CFAP100,4.558,
GREB1L,4.556,
DUXA,4.555,
FRRS1,4.554,
SPIDR,4.554,
WDR72,4.553,
MUC3A,4.553,
ELOVL4,4.552,
ITPRIPL1,4.549,
PAK5,4.548,
TCIM,4.548,
BMP5,4.547,
RASGEF1B,4.546,
NPHP1,4.545,
HEATR9,4.544,
SLC10A4,4.54,
ARHGAP24,4.538,
ANKRD33B,4.537,
C1orf127,4.537,
ZNF155,4.536,
ESYT3,4.534,
CEP70,4.532,
SMIM14,4.532,
RBMY1B,4.532,
ESR2,4.531,
KCTD19,4.527,
UBQLN3,4.527,
TEKT4,4.526,
LRRTM4,4.525,
NPR2,4.524,
DYTN,4.524,
TEX38,4.521,
TSKS,4.52,
FAM83C,4.519,
SHANK1,4.519,
BNIP5,4.518,
IFT80,4.516,0.04808326112068496
ZBED9,4.513,
DISP1,4.512,
TNFRSF11A,4.511,
CTTNBP2,4.511,
YPEL3,4.51,
ERN2,4.509,
USP41,4.509,
TSGA13,4.508,
FCRL4,4.506,
RHOXF1,4.506,
AQP10,4.505,
ZSCAN5C,4.505,
SYT3,4.502,
MMP15,4.502,
MDM1,4.501,
CLIP3,4.499,
ARHGEF9,4.491,
IFNAR2,4.49,0.3493107499061543
RSPH6A,4.49,
SEC16B,4.489,
RBMY1J,4.488,
OR4L1,4.487,
CNTNAP3,4.487,
TCP10L2,4.487,
IRAK2,4.486,
FRMD3,4.485,
CATSPER4,4.48,
MFI,4.479,
C11orf65,4.479,
BORA,4.478,
FBXO34,4.478,
ATP8A2,4.476,
HS3ST4,4.474,
GAB4,4.474,
SPOCD1,4.473,
MSGN1,4.473,
PKD2L2,4.47,
TSHZ2,4.4685,6.319413303464175
CENPS-CORT,4.468,
WNT7A,4.467,
GABRA3,4.467,
EPHA7,4.465,
ZNF416,4.462,
LDB2,4.457,
TIAF1,4.456,
OMP,4.455,
NKX6-1,4.455,
TMEM31,4.454,
OR52M1,4.452,
ZNF701,4.452,
GRIN3A,4.452,
TBX18,4.448,
ZNF77,4.448,
MBD3L2,4.445,
ADAMTS3,4.443,
GTF2IRD1,4.442,
PRSS42P,4.437,
DAAM2,4.437,
DIPK1C,4.437,
OTOG,4.435,
WBP1,4.434,
CRACR2B,4.434,
MBD5,4.433,
ZNF33A,4.433,
ZNF444,4.43,
NRSN2,4.427,
MAST1,4.427,
ZNF484,4.426,
OCM2,4.426,
OVOL1,4.425,
ADAMTS5,4.425,
RHBDL2,4.424,
SMCO2,4.423,
ZNF16,4.422,
R3HDML,4.421,
C12orf60,4.42,
DISC1,4.42,
SH2D5,4.419,
TDRD12,4.417,
RNF152,4.416,
RORC,4.416,
PPP1R3C,4.415,
SPATA18,4.413,
GRHL3,4.413,
FOXO6,4.412,
CARD14,4.412,
BMP8B,4.41,
BMP6,4.409,
KERA,4.407,
TMEM185A,4.407,
SCUBE2,4.405,
SYS1-DBNDD2,4.4035,4.537504214874075
NEIL3,4.403,
DUPD1,4.403,
ESX1,4.402,
ZNF831,4.4,
TSSK1B,4.4,
TFCP2L1,4.4,
HERC6,4.397,
NFAM1,4.395,
CARD9,4.395,
C17orf47,4.395,
VDR,4.392,
ZBTB44,4.391,
ROBO3,4.39,
PLEKHG5,4.39,
ZNF737,4.39,
ZNF614,4.385,
VGLL1,4.385,
ADCK2,4.384,
PROX2,4.383,
ANKRD36BP1,4.379,
IL17REL,4.378,
ANGPTL5,4.377,
LRTM2,4.377,
ZNF550,4.375,
KRTAP4-8,4.374,
NCKAP5,4.374,
ZIM3,4.372,
OSTN,4.371,
HCRTR2,4.371,
TEX22,4.37,
TBXA2R,4.37,
GTF3A,4.368,
MAGEL2,4.367,
FAT3,4.366,
PLAGL2,4.364,
KBTBD12,4.364,
CCIN,4.362,
KCNS1,4.362,
GPR176,4.361,
LEUTX,4.36,
LFNG,4.36,
SCNN1G,4.357,
PCDHGA10,4.356,
IP6K2,4.354,
C3orf80,4.353,
GPRASP1,4.352,
AK9,4.351,
SHLD2,4.351,
BEX2,4.349,
PTH2R,4.346,
MCOLN2,4.345,
TBC1D9,4.345,
GMCL1,4.344,
ADAM8,4.337,
HLF,4.336,
STK19,4.335,4.360020412796252
LYST,4.334,
CHN2,4.331,
GPR151,4.33,
NT5DC4,4.33,
PLXNB3,4.329,
LCA5,4.328,
ZNF418,4.328,
LRIG3,4.328,
PCDH8,4.327,
RFX4,4.326,
HHLA1,4.326,
FOXD4,4.325,
INHBA,4.324,
SPAG8,4.324,
IZUMO4,4.318,
NUTM2D,4.317,3.0419733726645273
SLC45A4,4.314,
PIEZO1,4.312,
THSD7A,4.311,
FANCD2OS,4.309,
C2orf68,4.309,
FCMR,4.308,
WNT1,4.307,
KLRK1,4.306,
NEB,4.305,
RSC1A1,4.305,
STK40,4.304,
DXO,4.301,
CCNA1,4.301,
DELE1,4.3,
GRK7,4.298,
SCMH1,4.298,
PLEKHG2,4.298,
GAGE13,4.297,
EGFL8,4.294,
NPY1R,4.292,
HAND1,4.291,
C12orf66,4.288,
JAML,4.284,
BMP8A,4.283,
LHX3,4.282,
FAM78A,4.28,
CNTNAP5,4.279,
ABHD12B,4.279,
PXYLP1,4.279,
KIF4B,4.279,
FAM124B,4.277,
C11orf80,4.275,
TOP6BL,4.275,
NOXO1,4.275,
SIGLEC14,4.269,
SIAH2,4.269,
LRRC71,4.268,
ANKS3,4.268,
DMRT2,4.268,
IRF8,4.267,
HYLS1,4.266,
FAM86B2,4.2620000000000005,0.9319667376038695
PNPLA5,4.262,
TMEM74,4.261,
C11orf40,4.261,
SATL1,4.26,
CFAP69,4.26,
ICOS,4.26,
ZNF547,4.25,0.51618795026618
SCN2A,4.25,
METTL11B,4.249,
OR10H2,4.248,
PTCH2,4.247,
THRB,4.246,
HTRA3,4.244,
HECTD2,4.242,
TRIB2,4.242,
SLC35E2B,4.237,
SLC35E2A,4.237,
ZNF7,4.235,
NR1D2,4.235,
MMP25,4.234,
CD160,4.234,
CCDC15,4.233,
HEPACAM2,4.233,
SS18L1,4.232,
ASAH2,4.232,0.4665393874047508
ABCD2,4.231,
CASP5,4.231,
NAIF1,4.23,
NLRP9,4.23,
LCORL,4.227,
PTPRT,4.226,
PKNOX2,4.226,
EGLN2,4.226,
VWCE,4.225,
PARD6G,4.224,
GRM1,4.224,
STOX1,4.224,
OR6B1,4.223,
PTPN21,4.223,
CDRT1,4.222333333333333,2.4001877704324164
IL4R,4.222,
ZDHHC23,4.218,
WNT9B,4.217,
HOXB1,4.213,
WNT8B,4.213,
HSH2D,4.211,
NMU,4.21,
ALS2CL,4.21,
FBN3,4.21,
ZNF774,4.21,
PITX3,4.209,
GLRA3,4.205,
LRRD1,4.204,
STON1,4.202500000000001,0.12657211383239125
MAFA,4.202,
PRSS37,4.202,
PRR23D1,4.202,
PRR23D2,4.202,
PIDD1,4.199,
ARL13A,4.198,
CD69,4.194,
HCAR1,4.193,
KLHL28,4.193,
KCNJ13,4.191,
CCDC96,4.191,
PRICKLE4,4.189,
PIP5K1B,4.189,
ZNF324B,4.188,
RAG1,4.188,
CCDC120,4.187,
ZNF791,4.186,
CDH22,4.186,
ITPRIPL2,4.184,
ZNRF4,4.184,
MAPK6,4.184,
SLC39A12,4.183,
ANKRD55,4.183,
SSX4B,4.183,
LHCGR,4.182,
ASB4,4.18,
RNF26,4.177,
LHX9,4.177,
CPNE7,4.176,
SIGLEC6,4.176,
RHOBTB2,4.175,
ZBTB25,4.174,
CDK5R2,4.172,
WDR49,4.172,
CFTR,4.169,
ZNF878,4.169,
PLEKHG7,4.167,
LRAT,4.166,
INO80D,4.166,
DYRK4,4.165,
BTBD7,4.165,
NKX2-4,4.162,
GAREM1,4.16,
OR5L2,4.159,
ZCCHC24,4.159,
WFIKKN2,4.158,
NPAS3,4.157,
USP31,4.156,
RASSF9,4.156,
CCDC30,4.155,
SPATA31E1,4.154,
NFKBIL1,4.154,
ZNF333,4.153,
TESK2,4.15,
SAXO2,4.149,
IGDCC3,4.149,
ADM2,4.148,
TSGA10,4.148,
TMEM54,4.147,
ROBO2,4.145,
GJA10,4.144,
SOWAHD,4.142,
DND1,4.142,
WDR38,4.14,
RAD21L1,4.139,
ZNF555,4.139,
CCDC191,4.137,
TEK,4.136,
MMP19,4.135,
CFAP70,4.132,
DNASE2B,4.131,
CCR8,4.128,
TRIM64C,4.128,
RTP2,4.127,
ZNF672,4.127,
INSL5,4.126,
SLC16A11,4.125,
POLN,4.124,
BARHL1,4.122,
FCRL6,4.121,
VGLL2,4.121,
TEX14,4.119,
ADRA1D,4.119,
INSL6,4.118,
HS3ST2,4.114,
ZNF664,4.113,
CPEB2,4.1114999999999995,2.2295076810811842
NYX,4.111,
OLFM2,4.111,
LRRTM3,4.111,
HOXD10,4.109,
FGF17,4.102,
CNBD1,4.1,
GPR35,4.1,
ISL1,4.099,
ZNF713,4.099,
FSD2,4.099,
NRG2,4.093,
KCNS3,4.091,
SOST,4.09,
LAMB4,4.089,
SPATA32,4.088,
STYK1,4.088,
CYP7A1,4.088,
OR1E2,4.087,
ZNF367,4.085,
JPH3,4.081,
MAGEA6,4.081,
ADAD2,4.081,
LPAR4,4.079,
DEFB129,4.078,
CEP85L,4.075,
ZNF680,4.073,
ZDHHC11,4.072,
ASTN1,4.072,
CFAP99,4.071,
ZNF253,4.068,
CRAMP1,4.066,
MFNG,4.066,
BMPER,4.065,
GLRB,4.062,
APOL6,4.061,
SLC12A8,4.061,
BACE2,4.059,
EFR3B,4.059,
BFSP1,4.059,
FAM171B,4.059,
MROH6,4.054,
RPS6KL1,4.052,
HSD11B1L,4.047,
OR2A42,4.046,
FBXO31,4.043,0.5444722215136414
FOXD1,4.042,
FCRLB,4.042,
MIDN,4.04,
ZFP42,4.036,
VAX1,4.036,
SEMA4A,4.035,
LRRC46,4.034,
CDH24,4.033,
OR8D2,4.031,
OR11A1,4.031,
AKAP14,4.03,
BARX1,4.03,
PIWIL4,4.03,
KRTAP5-7,4.027,
ADCY8,4.026,
SUSD4,4.024,
SLC6A18,4.024,
ZNF300,4.023,
ACHE,4.023,
STON1-GTF2A1L,4.0215000000000005,0.12940054095713824
ZNF497,4.021,
PIK3CG,4.021,
ZNF674,4.018,
OLFM3,4.018,
CPXCR1,4.018,
FAM71C,4.017,
PACRG,4.014,
CCDC57,4.01,
TRPA1,4.006,
SYT9,3.999,
TSPEAR,3.997,
PRAMEF10,3.997,
EIF4E1B,3.996,
C5orf34,3.991,
PLXNC1,3.99,
CHIA,3.985,
RUFY4,3.981,
EFHC1,3.981,
HYAL3,3.98,
ADGRB2,3.979,
KCNH3,3.978,
IL7R,3.978,
VIPR2,3.977,
PCDHB14,3.976,
C5orf49,3.976,
FZD2,3.972,
CDH23,3.971,
FAM43A,3.969,
SLC34A1,3.965,
LRRC10,3.964,
PCDHA9,3.964,
ANKRD31,3.964,
SLC41A1,3.964,
CDRT4,3.963,
ATF7IP2,3.963,
LRGUK,3.96,
USP49,3.959,
ACOXL,3.959,
CHST7,3.957,
FCAR,3.956,
KAZN,3.956,
EPHB1,3.956,
STC2,3.954,
RTL10,3.954,
TMEFF2,3.951,
MTHFD2L,3.949,
ACOD1,3.949,
TSLP,3.948,
HEY1,3.948,
BEND2,3.947,
ERV3-1,3.946,
MEI1,3.946,
WDPCP,3.945,
IFFO2,3.943,
TLL2,3.94,
DMRTC2,3.939,
RIN2,3.938,
DLX6,3.938,
OR9A4,3.938,
MSR1,3.938,
MROH7-TTC4,3.932,
MROH7,3.932,
GLRA1,3.93,
PCDHGB1,3.93,
SCN5A,3.928,
PCSK5,3.925,
C7orf31,3.922,
ERICH6,3.922,
ZC3H12C,3.92,
CACNB4,3.919,
PPEF1,3.919,
BBS12,3.917,
ZCWPW2,3.913,
ZNF3,3.911,
KLRF1,3.911,
CARF,3.91,
SPO11,3.907,
C11orf45,3.905,
CFAP58,3.905,
CDK14,3.903,
SLA,3.9,
TMTC4,3.9,
PLA2G2D,3.9,
KCNQ2,3.9,
CPO,3.897,
MKNK2,3.896,
CLCN4,3.896,
CPXM2,3.894,
PPFIA4,3.893,
FOXD4L3,3.891,
CCDC73,3.889,
GSDMC,3.886,
CPZ,3.885,
SPEM2,3.884,
ZBTB42,3.883,
ITGBL1,3.882,
DRD5,3.882,
SGCZ,3.879,
MAP3K10,3.877,
TIGD4,3.876,
DCAF12L1,3.876,
GALNT17,3.876,
CGB1,3.8755,0.1916259377015543
ATP10B,3.87,
ARHGEF39,3.867,
GSX2,3.867,
TLR1,3.867,
ZNF552,3.8649999999999998,0.3365828278447966
AJAP1,3.863,
ICAM4,3.86,
CAGE1,3.86,
KLHL33,3.858,
KLHL35,3.855,
DUSP8,3.854,
CFAP94,3.853,
IQCN,3.853,
ERVMER34-1,3.853,
PSORS1C2,3.853,
KLHL23,3.85,
SSBP4,3.846,
OR6T1,3.846,
PARP11,3.846,
GCM2,3.845,
TSHR,3.844,
TNKS,3.843,
ZFP28,3.843,
KCNIP1,3.842,
ITGA10,3.84,
ZNF296,3.84,
NBPF10,3.838333333333333,5.997803459045096
GADL1,3.837,
TMEM95,3.837,
INTU,3.835,
MAP1LC3C,3.834,
KCNV1,3.833,
CBY2,3.833,
SLITRK2,3.832,
KBTBD3,3.831,
TMPRSS4,3.829,
CFAP47,3.827,
L3MBTL1,3.826,
IHO1,3.826,
SNN,3.824,
EVA1C,3.822,
RASGRF2,3.822,
LRFN1,3.821,
SNTG1,3.82,
CHRNB4,3.818,
TRPV3,3.818,
CDX2,3.816,
SEC22C,3.816,
WNT3A,3.815,
ANKRD33,3.813,
TMEM151A,3.813,
SLC38A6,3.811,
B3GALT4,3.81,
FSCN2,3.81,
ZNF273,3.809,
MED12L,3.808,
CEP89,3.808,
TMEM247,3.806,
SPATA6,3.805,
EFCAB7,3.804,
S100A5,3.804,
ANKRD35,3.802,
ZSCAN23,3.801,
STYXL2,3.799,
CHRNE,3.799,
MRGPRX4,3.797,
ZNF678,3.795,
SYCP1,3.794,
ATF6B,3.793,
AREG,3.791,
HMSD,3.791,
SOX17,3.791,
ERBB3,3.789,
PCDH11X,3.789,
ARHGAP28,3.787,
MAPK11,3.787,
GLB1L,3.786,
TAS2R19,3.785,
SLC2A7,3.783,
PCDHGA2,3.782,
ADAMTS6,3.782,
ZNF586,3.781,
EYA2,3.779,
LRTOMT,3.778,
FGF3,3.778,
ADCY2,3.776,
EPGN,3.775,
ZNF449,3.772,
SPNS3,3.77,
SHC4,3.769,
SUN5,3.768,
SH3BP2,3.766,
MEGF10,3.765,
TIGD7,3.765,
RSAD2,3.764,
DHX58,3.762,
ETNK2,3.757,
ZBTB49,3.756,
FOXQ1,3.754,
EFHC2,3.753,
C12orf56,3.753,
PCDHGA6,3.752,
LGSN,3.752,
SPATA9,3.751,
C11orf24,3.75,
FLT4,3.75,
C10orf67,3.749,
STRA8,3.745,
NPAS4,3.745,
CYTL1,3.743,
CTCFL,3.742,
SGSM1,3.738,
FAAH2,3.735,
MAP3K9,3.733,
SLC35A5,3.728,
ZNF610,3.727,
C12orf40,3.726,
CCDC60,3.723,
ADGRF4,3.719,
SLC35F4,3.718,
TAF4B,3.717,
ADAMTSL1,3.713,
HFM1,3.713,
OR5M10,3.713,
LRRC45,3.713,
GPR52,3.711,
GCNT4,3.71,
NKPD1,3.706,
SSX7,3.704,
ZNF705A,3.704,
MRFAP1L1,3.704,
LRFN5,3.703,
PRDM12,3.7,
CBFA2T2,3.698,
CCNJL,3.698,
ZNF385C,3.696,
LINC01590,3.695,
TDRD6,3.691,
SNCAIP,3.688,
HPS4,3.687,
IL10RB,3.6864999999999997,0.028991378028648554
IL2RB,3.682,
HMCN1,3.681,
ENC1,3.681,
LRRC70,3.674,
SLC35B4,3.67,
MXRA5,3.668,
ETV3L,3.668,
ITGAE,3.668,
ZNF410,3.668,
ZNF749,3.667,
AJM1,3.666,
BAHCC1,3.665,
ZSWIM4,3.665,
ERVW-1,3.665,
ZNF781,3.66,
ZNF823,3.659,
SLC18B1,3.659,
CC2D2B,3.6585,0.023334523779155854
KCNJ3,3.658,
KLHL3,3.657,
FAM227B,3.655,
C1orf185,3.654,
CCDC149,3.651,
GPRC6A,3.65,
C4orf54,3.65,
ST8SIA4,3.65,
ACSM1,3.648,
NLK,3.647,
ZNF248,3.647,
BOC,3.646,
GOLGA8T,3.645,
BTNL8,3.644,
TAF1L,3.643,
SPEG,3.643,
FBXO47,3.642,
KAT6B,3.64,
KMT5B,3.639,
LRRC39,3.639,
PCDHB5,3.638,
ZMAT1,3.637,
C2orf81,3.634,
PDGFD,3.631,
ZSCAN4,3.631,
DNMT3L,3.631,
CGB2,3.6305,0.15485638507985414
CAPS2,3.628,
LINS1,3.627,
ZNF671,3.626,
HSF4,3.626,
KCNJ11,3.626,
IL18RAP,3.626,
ELMOD3,3.621,
TDRD5,3.615,
CCDC158,3.615,
ZCCHC12,3.614,
ANKRD30B,3.61,
CALCR,3.61,
CATSPERB,3.608,
ZNF543,3.607,
LETM2,3.604,
P2RX3,3.603,
BCL9,3.599,
RAB11FIP3,3.598,
CATSPER1,3.597,
TMEM117,3.594,
ETFBKMT,3.592,
MICALCL,3.592,
ZKSCAN3,3.591,
GRIP1,3.591,
ABCC12,3.588,
OR6P1,3.588,
THSD1,3.587,
AUTS2,3.586,
ADAM21,3.585,
RGPD3,3.584,
PKDCC,3.583,
NME5,3.582,
SLC17A4,3.582,
KCND1,3.582,
TRHR,3.582,
RGS11,3.581,
MFHAS1,3.58,
OXTR,3.58,
KCNQ3,3.579,
KLHL1,3.578,
RFX8,3.578,
RGL3,3.577,
FASTK,3.576,
ZNF274,3.576,
TMPRSS7,3.576,
OR6N1,3.575,
PCDHGA9,3.574,
SLIT2,3.571,
AXIN2,3.57,
ZNF345,3.569,
PSKH1,3.569,
ECT2L,3.568,
KCNK15,3.567,
CHRNA7,3.567,
NINL,3.567,
PARP6,3.566,
TMPRSS9,3.565,
MAP3K21,3.565,
MAGEE2,3.564,
CDHR1,3.563,
OR4K5,3.56,
MZF1,3.56,
OR1J1,3.559,
FOXI1,3.558,
NXPE3,3.557,
FRMD4B,3.556,
AZIN2,3.554,
C18orf63,3.553,
OR5J2,3.552,
PLSCR5,3.552,
TTC29,3.548,
MOAP1,3.545,
LNX2,3.54,
ZBTB32,3.539,
LPAR6,3.538,
DCC,3.538,
APOA5,3.538,
VSX1,3.534,
MTNR1A,3.534,
PKD1L1,3.532,
OR4C15,3.532,
LMAN1L,3.53,
EMX2,3.53,
GPR37,3.53,
SLC4A11,3.528,
BPIFA3,3.527,
ZIM2,3.526,
ASAH2B,3.525,
CLRN2,3.525,
ZBTB39,3.523,
ARHGAP40,3.522,
ZNF74,3.522,
HECW2,3.521,
DUOXA1,3.52,
ZNF415,3.517,
FAM217B,3.516,
ZNF134,3.515,
KDM7A,3.514,
TBX20,3.514,
SLC25A53,3.514,
SEMA4G,3.513,
USH1C,3.512,
ANO2,3.512,
MMEL1,3.511,
CDC25A,3.511,
BMPR1A,3.509,
FAM184A,3.508,
SH3D21,3.507,
C9orf57,3.506,
ACOT4,3.506,
CNTLN,3.505,
SYCP2,3.504,
SIX3,3.502,
CCDC68,3.501,
GAS2L2,3.5,
BRINP1,3.5,
FOXH1,3.5,
OR5M1,3.499,
C20orf194,3.499,
RNF180,3.498,
PCDHGB6,3.498,
ZNF608,3.497,
RSPH4A,3.497,
PGBD2,3.497,
DCDC1,3.497,
PCDHGB2,3.496,
TROAP,3.494,
TRPC4,3.494,
ZNF496,3.494,
ISL2,3.494,
C8orf76,3.493,
ZHX1-C8orf76,3.493,
PABPN1L,3.492,
CCDC54,3.49,
TAFA5,3.488,
SLC16A6,3.487,
MYRF,3.486,
SLC22A24,3.483,
FAM25E,3.481,
LRATD1,3.481,
STARD9,3.48,
GFI1,3.479,
POTEM,3.478,
DNAI3,3.478,
FAM149B1,3.477,
TSBP1,3.475,
ZNF157,3.475,
CACNA1I,3.474,
ARNT2,3.472,
CACHD1,3.472,
ADGRF2,3.471,
MCTP1,3.47,
ATG16L2,3.468,
GPR142,3.468,
ZBTB24,3.466,
BSX,3.461,
CD164L2,3.459,
C12orf71,3.457,
RNF157,3.457,
FYB2,3.456,
PDZD9,3.453,
RAX2,3.452,
TBKBP1,3.452,
RNF111,3.45,
KCNH7,3.45,
ADGRL3,3.45,
ZNF267,3.448,
CCDC40,3.446,
C22orf46,3.446,
FOXD4L4,3.445,
TECTA,3.445,
ARL14EPL,3.444,
C1orf194,3.444,
CABP5,3.443,
OR12D3,3.442,
OR1L8,3.441,
FAM83A,3.441,
FANK1,3.44,
EXD3,3.439,
CAMK1G,3.438,
GJB5,3.436,
PCOLCE2,3.436,
CHRD,3.434,
DGAT2L6,3.434,
IGFN1,3.434,
ZNF341,3.431,
KIAA1614,3.426,
TRPV6,3.423,
PIGZ,3.421,
DCHS1,3.42,
COL11A1,3.42,
ZDHHC11B,3.419,
UNC5C,3.417,
KCNJ16,3.416,
NTNG2,3.416,
PPARD,3.415,
NR5A2,3.414,
FZD3,3.412,
EBPL,3.412,
STKLD1,3.411,
PTH1R,3.41,
LGR6,3.408,
TPSG1,3.408,
SLCO6A1,3.406,
ASB13,3.405,
ADAMTS16,3.404,
CHST1,3.401,
GRM5,3.401,
CRYBG2,3.4,
UTS2B,3.4,
FLT3,3.4,
DRP2,3.399,
NR0B1,3.399,
ADGRD1,3.399,
GCNT2,3.398,
ANO7,3.397,
ZNF665,3.395,
ZNF350,3.394,
PTPRQ,3.394,
GPATCH3,3.393,
CFAP65,3.393,
CNGA3,3.389,
INKA2,3.389,
SWI5,3.389,
SLC28A3,3.389,
LRRC52,3.386,
TMCO5A,3.385,
SOCS4,3.385,
MFSD6L,3.385,
PRRT4,3.385,
ZFP62,3.384,
ADAP2,3.384,
C1orf147,3.383,
SLC8A3,3.381,
ZNF502,3.38,
HROB,3.379,
ST6GALNAC2,3.373,
FRMPD1,3.371,
FBXO27,3.366,
KCNH4,3.365,
TLX3,3.364,
CPA6,3.364,
CREB3L1,3.363,
OR6C6,3.363,
IFNLR1,3.363,
KLRC1,3.362,
PTPDC1,3.361,
PRR23A,3.36,
PRR13,3.36,
OR4D2,3.359,
COL24A1,3.358,
PCDHGB3,3.357,
HOXA7,3.355,
TSPOAP1,3.352,
FOXP3,3.351,
NFE2L1,3.35,
CRIP3,3.349,
CRPPA,3.349,
OSGIN1,3.349,
ST8SIA2,3.348,
SLC25A2,3.347,
GJA5,3.345,
EPYC,3.341,
ULBP1,3.341,
RHPN1,3.34,
SFI1,3.339,
OR8B3,3.339,
ZNF653,3.339,
TRIM69,3.337,
WFDC11,3.336,
NTSR1,3.335,
KCNJ8,3.335,
SNTG2,3.335,
TTLL9,3.332,
SOWAHB,3.331,
SLC4A8,3.33,
DLGAP2,3.33,
CLNK,3.329,
OR52I2,3.328,
ANKLE1,3.328,
OR13C9,3.328,
ABHD18,3.327,
WSB1,3.326,
LIPH,3.325,
CORIN,3.323,
SNED1,3.323,
SAXO1,3.322,
ZNF268,3.321,1.4234085850520926
PNLDC1,3.321,
ABHD16B,3.318,
TAS2R16,3.317,
TOGARAM2,3.317,
EBF4,3.316,
CELF3,3.316,
SLC15A5,3.314,
KNDC1,3.312,
OR52L1,3.312,
TTLL10,3.311,
KIAA1328,3.309,
ZNF621,3.306,
LRFN3,3.304,
FBXO43,3.301,
PDE6H,3.3,
INPP5E,3.297,
LRRIQ4,3.296,
EGR4,3.295,
UBE2Q2L,3.294,
PCDH19,3.293,
PAMR1,3.292,
C9orf43,3.291,
TMEM60,3.289,
P2RY4,3.289,
SKIL,3.285,
CCDC103,3.284,
SH2D4B,3.282,
ZBTB18,3.281,
ZNF548,3.28,
ZNF839,3.28,
SV2C,3.28,
FAT4,3.28,
CACNG7,3.28,
CCDC65,3.279,
TLCD2,3.278,
CLEC12B,3.278,
EPHA5,3.275,
RGS16,3.272,
C11orf1,3.271,
ITIH6,3.268,
MAK,3.266,
GPR19,3.266,
C12orf74,3.264,
LYL1,3.262,
SEMA6C,3.261,
TTC21A,3.261,
ZNF704,3.261,
RNF17,3.26,
GRM4,3.259,
VPS9D1,3.257,
ADGRE2,3.256,
POM121L2,3.253,
CMYA5,3.252,
ERFE,3.251,
EDDM3A,3.248,
NALCN,3.247,
RASEF,3.246,
ADAMTSL3,3.245,
TRIM27,3.244,
PDZD3,3.244,
LRRIQ1,3.243,
PCDH12,3.241,
KIAA0895,3.24,
CDHR3,3.239,
NLGN1,3.238,
NYAP2,3.237,
IP6K3,3.236,
LOXHD1,3.236,
NSUN7,3.235,
B4GALT6,3.235,
NYNRIN,3.235,
INTS6L,3.234,
DTHD1,3.234,
ZP1,3.233,
RWDD3,3.231,
HHIPL2,3.23,
OSR2,3.229,
PGLYRP4,3.227,
KCNH5,3.226,
CCDC121,3.225,
TBC1D21,3.223,
ZNF565,3.223,
ZNF98,3.222,
ZC3H12D,3.22,
LGI2,3.22,
NT5C1B,3.2199999999999998,0.7099352083112939
OTUD7A,3.219,
CTAGE1,3.218,
CFAP20DC,3.218,
NXF5,3.217,
MCM9,3.217,
AKIRIN1,3.216,
PRSS12,3.216,
ANGPTL8,3.216,
ZSCAN32,3.216,
BRDT,3.212,
CATSPERG,3.212,
SEZ6L,3.211,
OR52N2,3.211,
GPR15,3.211,
ZNF480,3.21,
GRIK3,3.21,
DNAAF1,3.208,
AIFM3,3.208,
GPR139,3.208,
SPZ1,3.208,
RFX6,3.207,
OCM,3.205,
GPR88,3.204,
TACR1,3.202,
ZNF10,3.2015000000000002,0.4263853890554881
ZNF677,3.201,
ASB7,3.201,
ADGRF3,3.199,
NLRP4,3.198,
PHF13,3.197,
ZSWIM6,3.197,
CT55,3.196,
SHF,3.196,
PCDHGC3,3.1946666666666665,1.3605860257011806
ADAMTS10,3.193,
TASL,3.192,
BDKRB2,3.191,
CTXN1,3.191,
ZNF254,3.191,
SPESP1,3.191,
GPAT2,3.19,
MGAT4C,3.19,
FAR2,3.19,
FOXD4L5,3.19,
MAP3K15,3.189,
TCTE3,3.188,
MEDAG,3.188,
DSE,3.187,
SPSB1,3.184,
TMEM255B,3.183,
MINDY4B,3.182,
TAFA3,3.18,
OGG1,3.179,
CCR3,3.178,
RNF43,3.177,
ZNF587B,3.177,
ZNF90,3.177,
REV1,3.175,
ADAM7,3.174,
ZNRF3,3.174,
HDC,3.17,
DTX4,3.167,
ADAMTS9,3.167,
UGT3A2,3.166,
