Domain,mean,count_domain,domain_abundance_std
Shadoo,48.793,1,0.0
Defensin_beta,48.782722222222226,18,0.0
Ofd1_CTDD,48.772,2,0.0
SRA1,48.751,1,0.0
RNA_bind,48.748,1,0.0
Ufd2P_core,48.7455,2,0.0
RAP80_UIM,48.616,1,0.0
TPR_MLP1,48.5805,9,0.0
Zf_RING,48.575,1,0.0
FAM32A,48.568,1,0.0
Miff,48.549,3,0.0
FXa_inhibition,48.473590909090916,124,0.0
DUF2205,48.464,1,0.0
NOC3p,48.452,1,0.0
HAUS2,48.445,1,0.0
Wzy_C,48.437,1,0.0
MMR_HSR1,48.435394736842106,19,57.12503553171762
TMEM208_SND2,48.408,1,0.0
Rtf2,48.352666666666664,4,0.0
SYF2,48.259,1,0.0
PIG-S,48.224,1,0.0
TRADD_N,48.211,1,0.0
HEAT,48.20301785714286,108,79.99357594207177
Drf_DAD,48.18233333333333,3,0.0
MMtag,48.18,1,0.0
MOSC_N,48.13033333333334,3,0.0
MOSC,48.13033333333334,3,0.0
LAP1C,48.1165,3,21.95495844906111
DS,48.093,1,0.0
Longin,47.99425,4,0.0
SLIDE,47.9735,2,0.0
HAND,47.9735,2,0.0
DUF938,47.923,1,0.0
Tim29,47.87,1,0.0
SPT6_acidic,47.868,1,0.0
YqgF,47.868,1,0.0
DUF2012,47.823541666666664,7,13.318433610351232
Dcc1,47.81,3,0.0
PCSK9_C3,47.799,1,0.0
PCSK9_C2,47.799,1,0.0
PCSK9_C1,47.799,1,0.0
Inhibitor_I9,47.799,1,0.0
Mob1_phocein,47.77871428571429,7,0.0
GMC_oxred_N,47.733,1,0.0
GMC_oxred_C,47.733,1,0.0
Pyrid_oxidase,47.7165,2,0.0
Sua5_yciO_yrdC,47.66,1,0.0
CYTH,47.647,1,0.0
Bclt,47.62,1,0.0
Serine_rich,47.541,4,0.0
DUF5561,47.518,1,0.0
Drf_FH1,47.5135,8,0.0
CSTF_C,47.5105,2,0.0
CSTF2_hinge,47.5105,2,0.0
Mis12,47.476,1,0.0
Peptidase_C13,47.4175,2,0.0
SOAR,47.414,2,0.0
UPF0767,47.204,1,0.0
RrnaAD,47.117,3,0.0
UPF0203,47.073,1,0.0
AP3D1,47.0275,2,0.0
CD225,46.974958333333326,12,13.617577849970237
PI-TkoII_IV,46.949,2,0.0
DUF2043,46.899,1,0.0
DDA1,46.846,1,0.0
PIG-U,46.844,1,0.0
Lge1,46.828,1,0.0
HERV-K_REC,46.828,1,0.0
RIC3,46.7945,2,0.0
pKID,46.761,3,0.0
RRM_Rrp7,46.709,1,0.0
RRP7,46.709,2,0.0
DHO_dh,46.708,2,0.0
FUN14,46.69200000000001,2,0.0
Gemin6,46.563,1,0.0
LON_substr_bdg,46.55166666666667,6,0.0
Myosin-VI_CBD,46.482,1,0.0
DUF4581,46.477,1,0.0
Fes1,46.441,2,0.0
RNA_pol_3_Rpc31,46.4205,2,0.0
Peptidase_C2,46.37466666666667,16,0.0
Dickkopf_N,46.352000000000004,6,0.0
FLYWCH_N,46.324,2,0.0
Tfb4,46.323,1,0.0
CARMIL_C,46.256,3,0.0
Carm_PH,46.256,3,0.0
Ribosomal_S18,46.217666666666666,3,0.0
RL,46.206,1,0.0
CENP-M,46.194,1,0.0
DUF5595,46.178,1,0.0
Ndc80_HEC,46.178,1,0.0
Med1,46.131,1,0.0
GBP,46.121,12,0.0
Spec3,46.096,1,0.0
Arm,46.02615555555556,161,0.0
Sec20,45.952,2,0.0
COMMD1_N,45.941,1,0.0
SRCR,45.925599999999996,82,0.0
MTP18,45.918,2,0.0
SM-ATX,45.804,2,0.0
LsmAD,45.804,2,0.0
Xlink,45.73506666666667,25,0.0
RAM,45.73,1,0.0
DUF1232,45.71,1,0.0
DUF3381,45.699,1,0.0
Spb1_C,45.699,1,0.0
Pur_DNA_glyco,45.688,1,0.0
RTC,45.665,2,0.0
BID,45.620000000000005,2,0.0
UVB_sens_prot,45.613,1,0.0
Wbp11,45.592,1,0.0
Pex14_N,45.582,1,0.0
REV1_C,45.579,2,0.0
RIIa,45.568000000000005,9,117.10253981874176
Med19,45.568,1,0.0
AZUL,45.523,1,0.0
BetaGal_dom4,45.4575,2,0.0
Diphthami_syn,45.39,1,0.0
Senescence,45.383,1,0.0
Evr1_Alr,45.37533333333334,3,0.0
Coilin_N,45.372,1,0.0
RskA,45.272000000000006,3,0.0
DAN,45.2642,5,0.0
MEA1,45.247,1,0.0
Phospholip_B,45.2295,2,0.0
MMR_HSR1_Xtn,45.21275,2,57.12503553171762
BRCT,45.1803947368421,32,4.468207750317788
Mak16,45.055,1,0.0
Popeye,45.03,3,0.0
L6_membrane,45.025666666666666,6,0.0
ACOX,44.971,4,0.0
Alpha_L_fucos,44.949,2,0.0
Fucosidase_C,44.949,2,0.0
TRAUB,44.947,1,0.0
AATF-Che1,44.947,1,0.0
Vac14_Fig4_bd,44.927,1,0.0
FAD_SOX,44.798500000000004,2,0.0
QSOX_Trx1,44.798500000000004,2,0.0
R3H-assoc,44.756,1,0.0
LCE,44.75476470588235,31,0.0
DUF3395,44.732,1,0.0
Cullin,44.6744,10,0.0
PWI,44.6272,5,0.0
TOH_N,44.616,3,0.0
VHS,44.601444444444446,9,0.0
Nicastrin,44.597,1,0.0
Ncstrn_small,44.597,1,0.0
Fe-ADH,44.553,1,0.0
Sec62,44.508,1,0.0
LisH_TPL,44.496,3,0.0
RNA_pol_Rpb4,44.4695,2,0.0
TIL,44.4412,45,0.0
C8,44.4412,43,0.0
z-alpha,44.420500000000004,4,0.0
Elong_Iki1,44.414,2,0.0
BORCS7,44.33,1,0.0
CDP-OH_P_transf,44.321600000000004,5,0.0
Cnd1,44.291875,17,0.0
Rce1-like,44.291,1,0.0
Ribosomal_L18p,44.261,1,0.0
DUF1479,44.256,1,0.0
Ribosomal_L27,44.209,1,0.0
CTP_transf_like,44.20628571428572,8,0.0
Mg_chelatase,44.164,1,0.0
Auto_anti-p27,44.152,1,0.0
TERF2_RBM,44.143,1,0.0
FTO_CTD,44.109,1,0.0
FTO_NTD,44.109,1,0.0
BSP_II,44.09575,4,0.0
Rhodanese,44.03626086956522,25,0.0
HMG-CoA_red,44.023,1,0.0
RNA_GG_bind,44.022,1,0.0
NGP1NT,43.969,1,0.0
CAP,43.96716666666667,15,0.4236675190130424
PDCD9,43.966499999999996,3,0.0
IFRD,43.938,4,0.0
Phosducin,43.933,4,0.0
KASH_CCD,43.911500000000004,12,0.0
Ge1_WD40,43.906,1,0.0
UPF0220,43.8845,2,0.0
SLX9,43.884,1,0.0
HCO3_cotransp,43.861399999999996,11,0.0
Band_3_cyto,43.861399999999996,12,0.0
Amnionless,43.86,1,0.0
C2-set,43.83865,48,0.0
ARID,43.8288,15,0.0
DPCD,43.801,1,0.0
Nucleoporin2,43.784,1,0.0
Nucleoporin_FG,43.784,2,0.0
Nup96,43.784,1,0.0
DHH,43.712,1,0.0
Ribo_biogen_C,43.697,1,0.0
CCDC93_CC,43.695,1,0.0
DPPIV_N,43.68783333333334,6,0.0
Spt4,43.63,1,0.0
TRAM1,43.60766666666667,3,0.0
Peptidase_A22B,43.5685,4,0.0
NmrA,43.561,1,0.0
NARP1,43.53175,4,0.0
Sclerostin,43.5285,2,0.0
YTH,43.52775,6,0.0
Glyco_hydro,43.48083673469388,58,0.17960512242138338
Cript,43.476,1,0.0
CDC73_N,43.464,1,0.0
CDC73_C,43.464,1,0.0
Pro_racemase,43.404,1,0.0
FYTT,43.389,1,0.0
TGT,43.3745,2,0.0
Ashwin,43.35,1,0.0
CybS,43.339,1,21.83478525197809
Peptidase_S30,43.325,1,0.0
PRP4,43.32033333333334,2,11.812221058434917
Melibiase,43.2415,2,0.0
Melibiase_2_C,43.2415,2,0.0
Ins134_P3_kin,43.229,1,0.0
Ins134_P3_kin_N,43.229,1,0.0
ATP12,43.213,1,0.0
Tcf25,43.111,1,0.0
CBF,43.102,3,0.0
FBA,43.03325,6,3.560282643274266
5_nucleotid,42.9788,5,0.0
FA_hydroxylase,42.940333333333335,6,0.0
Ribosomal_L21p,42.877,1,0.0
DSHCT,42.871,2,0.0
rRNA_proc-arch,42.871,2,0.0
MAT1,42.845,1,0.0
DUF5716,42.826,1,0.0
cwf21,42.80833333333334,3,0.0
LRRCT,42.79684375,43,0.0
DUF2130,42.775,1,0.0
Bcl-2,42.74518181818182,11,0.0
Striatin,42.73133333333333,3,0.0
CIMR,42.696,15,0.0
ATG27,42.696,2,0.0
RICTOR_M,42.678,1,0.0
RICTOR_phospho,42.678,1,0.0
RICTOR_N,42.678,1,0.0
NUC153,42.6445,3,0.0
Med4,42.596,1,0.0
GYF,42.58175,4,0.0
Fra10Ac1,42.581,1,0.0
DUF1279,42.5565,2,0.0
LETM1,42.482,3,0.0
Arc_C,42.473,1,0.0
Arc_MA,42.473,1,0.0
FAT,42.45783333333333,6,0.0
Ydr279_N,42.385,1,0.0
DUF150_C,42.376,1,0.0
Spt5-NGN,42.376,1,0.0
Med28,42.359,1,0.0
FATC,42.349,7,1.2441205729349563
FMO-like,42.3095,6,0.0
POU2F1_C,42.309,1,0.0
Tim17,42.29666666666667,9,0.0
NUC130_3NT,42.261,1,0.0
CutC,42.232,1,0.0
Pept_tRNA_hydro,42.219,1,0.0
Nop53,42.18,1,0.0
DUF4763,42.161,1,0.0
IL34,42.149,1,0.0
DHC_N1,42.128,12,0.0
Hep,42.099,1,0.0
SWIRM,42.086666666666666,6,0.0
HPS6,42.075,1,0.0
RAB3GAP2_C,42.071,1,0.0
Syntaxin-5_N,42.061,1,0.0
Ribonuc_P,42.05,1,0.0
Sec16_C,42.0322,5,0.0
DUF1840,42.02,5,0.0
Sec5,42.001000000000005,4,0.0
COBRA1,41.979,1,0.0
RecQ_Zn_bind,41.955,4,0.0
Arfaptin,41.8974,5,0.0
PUF,41.89175,19,0.0
TB,41.88771428571429,43,0.0
WH2,41.881058823529415,20,0.0
RNA_pol,41.8755,2,0.0
BAG,41.8615,7,0.0
GEMIN8,41.858,1,0.0
RNA_pol_Rpb1,41.838,16,0.0
MRP-S32,41.835,1,0.0
Sas10,41.787,1,0.0
ICAM_N,41.7762,5,0.0
RAC_head,41.761,1,0.0
PDZ,41.75980952380952,262,10.154053377838823
Nrf1_activ_bdg,41.755,1,0.0
Nrf1_DNA-bind,41.755,1,0.0
Zn_dep_PLPC,41.753,1,0.0
TMEM100,41.7515,2,0.0
TFIIA_gamma_C,41.728,1,0.0
TFIIA_gamma_N,41.728,1,0.0
SKI,41.7255,2,0.0
NOA36,41.7145,2,0.0
Rrp44_S1,41.7125,2,0.0
Exo70,41.683,1,0.0
Sec63,41.6695,7,0.0
Kri1,41.642,1,0.0
Kri1_C,41.642,1,0.0
RNA_polI_A34,41.568,1,0.0
V-set,41.52705492424243,204,11.015206549735385
CLP1_P,41.527,2,0.0
PP2C_C,41.509,3,0.0
Mcl1_mid,41.494,1,0.0
DCP2,41.482,1,0.0
CrgA,41.479,1,0.0
MBD,41.456,9,0.0
BRE,41.45,1,0.0
DUF4217,41.3755,4,0.0
Glycogen_syn,41.3595,2,0.0
Glyco_hydro_30C,41.347,1,0.0
Methyltransf_PK,41.326,2,0.0
SANT_DAMP1_like,41.313,1,0.0
DMAP1,41.313,1,0.0
IR1-M,41.273,2,0.0
MoCF_biosynth,41.2575,3,0.0
Pox_MCEL,41.202,1,0.0
PAM2,41.2013,13,0.0
PAC4,41.148,1,0.0
CID,41.130375,8,0.0
GCN5L1,41.105000000000004,2,0.0
BRAP2,41.083,1,0.0
DUF2452,41.079,1,0.0
dCMP_cyt_deam,41.0724,7,0.0
Ribosomal_L28,41.05,1,0.0
Peptidase_S8,40.98854545454546,11,0.0
Promethin,40.988,1,0.0
AIG1,40.98728571428571,9,0.0
MSC,40.976,2,0.0
ELYS-bb,40.963499999999996,2,0.0
TOP_N,40.947,1,0.0
Di19_C,40.928,1,0.0
Renin_r,40.886,1,0.0
ARL2_Bind_BART,40.8615,2,0.0
FAIM1,40.792,1,0.0
KCT2,40.7445,2,0.0
Rab3-GTPase_cat,40.718,1,0.0
Rab3-GAP_cat_C,40.718,1,0.0
MPLKIP,40.714,1,0.0
MAS20,40.708,2,0.0
NADH_B2,40.676,1,0.0
SH3,40.58369777777778,310,107.94017063169763
WGG,40.578,1,0.0
Peptidase_C14,40.56028571428572,14,0.0
Laminin_I,40.518166666666666,7,0.0
Ubiquitin,40.517833333333336,12,0.0
DUF5536,40.49,1,0.0
SIR2,40.48866666666666,11,0.0
Peptidase_C48,40.476571428571425,8,0.0
SPATA3,40.468,1,0.0
Lactamase_B,40.445,23,11.169458715622705
NOB1_Zn_bind,40.443,1,0.0
CRAL_TRIO_N,40.42736363636364,11,0.0
PhyH,40.391,2,5.696452229238832
GTP-bdg_N,40.388,1,0.0
HflX_C,40.388,1,0.0
GTP-bdg_M,40.388,1,0.0
BEX,40.348,18,0.0
DUF3523,40.327666666666666,5,0.0
Alk_phosphatase,40.29225,4,0.0
DUF758,40.2862,5,0.0
DUF1674,40.251,1,0.0
Strumpellin,40.239,1,0.0
Ldl_recept_a,40.21657777777777,225,0.0
Med18,40.211,1,0.0
PTCRA,40.2,1,0.0
LIG3_BRCT,40.194,1,0.0
Cactin_mid,40.167,1,0.0
CactinC_cactus,40.167,1,0.0
Rap1_C,40.143,1,0.0
FA,40.116461538461536,13,0.0
Cytochrom_D1,40.101,1,0.0
Biopterin_H,40.09775,4,0.0
WW,40.09685106382979,87,0.0
MIT_C,40.023,1,0.0
UMP1,39.986,1,0.0
Nup84_Nup100,39.984,1,0.0
Laminin_N,39.981875,17,0.0
MCM_bind,39.977,1,0.0
HELP,39.966166666666666,10,0.0
Syndecan,39.920545454545454,14,0.0
Izumo-Ig,39.90533333333334,3,0.0
TUG-UBL1,39.9,1,0.0
Peptidase_C97,39.878,2,0.0
Sec10,39.853,1,0.0
UPF0449,39.841,1,0.0
RAMP4,39.816250000000004,2,2.359615328819504
CDC27,39.777,1,0.0
HBS1_N,39.776,1,0.0
VWC,39.75425806451613,79,0.0
AstE_AspA,39.746,2,0.0
CENP-K,39.727,1,0.0
SLY,39.725,3,0.0
DUF3337,39.723,1,0.0
DUF4456,39.694,1,0.0
DUF4455,39.694,2,0.0
DUF2040,39.686,1,0.0
NnrU,39.665,1,0.0
DUF4508,39.661,1,0.0
MutS_III,39.633,5,0.17550213673912926
MutS_V,39.633,5,0.17550213673912926
Atx10homo_assoc,39.615,6,0.0
TsaD,39.5195,2,0.0
Paralemmin,39.506,5,0.0
ER_lumen_recept,39.470666666666666,3,0.0
DUF2028,39.467,2,0.0
HNF_C,39.44833333333333,3,0.0
Forkhead_N,39.44833333333333,3,0.0
IF3_C,39.43,1,0.0
IF3_N,39.43,1,0.0
Ubiq_cyt_C_chap,39.354,1,0.0
zf-UBP,39.340199999999996,15,0.2050609665440988
PHYHIP_C,39.292,2,0.0
DUF4602,39.272,1,0.0
Ribosomal_L34,39.262,1,0.0
BCS1_N,39.247,1,0.0
NCD3G,39.244187499999995,17,0.0
Muskelin_N,39.18,1,0.0
FIBP,39.174,1,0.0
BAR_3_WASP_bdg,39.150666666666666,3,0.0
RPA43_OB,39.075,1,0.0
AI-2E_transport,39.027,3,0.0
zf-TRM13_CCCH,38.988,1,0.0
AdenylateSensor,38.988,2,0.0
FA_desaturase,38.961999999999996,7,0.0
MscS_porin,38.8955,3,0.0
Paf1,38.895,1,0.0
TSC22,38.834428571428575,8,0.0
FCP1_C,38.759,1,0.0
RRP36,38.717,1,0.0
Tmemb_161AB,38.716499999999996,2,0.0
Sybindin,38.709,2,0.0
CLU,38.708,1,0.0
CLU_N,38.708,1,0.0
eIF3_p135,38.708,1,0.0
UPF0029,38.696,1,0.0
Ammonium_transp,38.6948,5,1.7507963902178916
V-SNARE,38.672,3,3.1338972542187764
Tsg,38.64,1,0.0
XRN_N,38.6265,2,0.0
UNC-50,38.616,1,0.0
Bcl-2_BAD,38.606,1,0.0
Sof1,38.577,1,0.0
Vps16_N,38.56,1,0.0
KxDL,38.533,1,0.0
IL12,38.527,1,0.0
ANAPC_CDC26,38.525,1,0.0
PMP22_Claudin,38.52213157894737,38,0.0
A_deaminase,38.46733333333333,3,0.0
Tugs,38.463,2,0.0
Pcc1,38.440333333333335,3,0.0
SIT,38.4052,5,0.0
Misat_Tub_SegII,38.399,1,0.0
GCP_N_terminal,38.385200000000005,5,0.0
GCP_C_terminal,38.385200000000005,5,0.0
DUF4504,38.348,1,0.0
RNase_P_p30,38.346,1,0.0
ATG14,38.343833333333336,8,0.0
THOC7,38.34,2,0.0
RabGGT_insert,38.338,1,0.0
DoxX,38.3255,2,0.0
C1q,38.26121875,33,0.0
VWD,38.23476923076923,47,0.0
EF_assoc,38.217,4,0.0
ATP-cone,38.2055,2,0.0
ICMT,38.196,1,0.0
NMD3,38.175,1,0.0
CCDC-167,38.159,1,0.0
TP_methylase,38.094,1,0.0
BP28CT,38.089,1,0.0
U3snoRNP10,38.089,3,0.0
PARP,38.08517647058824,17,0.0
Snapin_Pallidin,38.080999999999996,3,0.0
Exo84_C,38.072,1,0.0
Menin,38.04,2,0.0
Pet191_N,38.039,1,0.0
DUF4656,38.035,1,0.0
TSSC4,38.031,1,0.0
F5_F8_type_C,38.02330434782609,30,1.5810907627331203
TruD,37.9715,4,0.0
Beta_helix,37.96842857142857,17,0.0
V-SNARE_C,37.958666666666666,6,3.1338972542187764
CytochromB561_N,37.949,1,0.0
AAR2,37.934,1,0.0
GCD14_N,37.927,1,0.0
Pectate_lyase,37.902,1,0.0
DUF4605,37.879999999999995,2,0.0
Zw10,37.869,1,0.0
DNMT1-RFD,37.841,1,0.0
NUC173,37.819,2,0.0
DHHA2,37.804500000000004,2,0.0
CENP-F_leu_zip,37.786375,15,0.0
DBINO,37.748333333333335,3,0.0
DUF3752,37.748,1,0.0
TIM21,37.746,1,0.0
Methyltr_RsmB-F,37.74028571428572,8,0.0
FCH,37.7275,22,0.0
Ribosomal_L32p,37.726,1,0.0
EzrA,37.725,2,0.0
Laminin_II,37.69194444444444,12,56.975128894106064
Sec3-PIP2_bind,37.6835,2,0.0
Med9,37.6785,2,0.0
Selenoprotein_S,37.673,1,0.0
SMC_hinge,37.647,1,0.0
SAPS,37.635,6,0.0
IFTAP,37.594,2,0.0
PBD,37.58558823529412,17,0.0
Nrap_D4,37.568,1,0.0
Nrap_D2,37.568,1,0.0
Nrap_D3,37.568,1,0.0
Nrap_D5,37.568,1,0.0
Nrap_D6,37.568,1,0.0
Nrap,37.568,1,0.0
DNA_pol_D_N,37.554,1,0.0
ORC4_C,37.549,1,0.0
Ndc1_Nup,37.544,1,0.0
Utp21,37.539,1,0.0
GIT_SHD,37.517,4,0.0
ERK-JNK_inhib,37.503,1,0.0
PAP_assoc,37.468,9,20.90490487899909
OLF,37.447923076923075,13,0.0
APG5,37.429,1,0.0
mRNA_cap_enzyme,37.4215,2,0.0
TFIID_NTD2,37.4135,2,0.0
TMEM214,37.401,1,0.0
zf_CCCH,37.3972,14,0.0
DNA_pol_E_B,37.379,3,0.0
OB_Dis3,37.37266666666667,3,0.0
Rrp44_CSD1,37.37266666666667,3,0.0
SPG48,37.361,1,0.0
OAF,37.351,1,0.0
Kazal,37.30244736842105,71,0.0
HIRAN,37.276,1,0.0
CHDCT2,37.252833333333335,8,0.0
Tmemb_55A,37.2495,2,0.0
DUF2340,37.24,1,0.0
FerI,37.22425,4,0.0
FerB,37.22425,4,0.0
Ferlin_C,37.22425,8,0.0
RBFA,37.212,1,0.0
Cullin_binding,37.211,5,0.0
ABC1,37.19714285714286,8,0.0
E3_UBR4_N,37.193,1,0.0
E3_UbLigase_R4,37.193,1,0.0
Abi_HHR,37.172666666666665,3,0.0
Ipi1_N,37.163,1,0.0
DUF5565,37.161,1,0.0
ApoL,37.10771428571429,7,0.0
Cytochrom_B561,37.09616666666667,6,0.0
TNRC6-PABC_bdg,37.09466666666667,4,0.0
Ago_hook,37.09466666666667,3,0.0
JIP_LZII,37.061800000000005,5,3.698168465605639
TFR_dimer,37.04028571428571,7,0.0
Yip1,37.03814285714286,7,0.0
SPARC_Ca_bdg,37.02771428571429,7,0.0
GABP-alpha,37.01,1,0.0
Nup214_FG,37.001,1,0.0
TUDOR,36.99514285714286,37,0.0
UIM,36.984272727272725,17,0.0
Sas10_Utp3,36.93933333333333,3,0.0
Cupin,36.92566666666667,9,4.176172649687749
SRAP,36.908,1,0.0
DUF727,36.904,1,0.0
Porphobil_deam,36.875,1,0.0
Porphobil_deamC,36.875,1,0.0
V-ATPase_C,36.850500000000004,2,0.0
PDDEXK,36.795,2,0.0
RNA_pol_Rpc4,36.789,1,0.0
PRAS,36.769,1,0.0
FmiP_Thoc5,36.747,1,0.0
zf-ZPR1,36.741,2,0.0
hEGF,36.70329310344828,55,0.7898382745853739
DUF2678,36.688,1,0.0
Met,36.653999999999996,2,0.0
APG12,36.65,1,0.0
Tex_N,36.628,2,0.0
UPF0172,36.588499999999996,2,0.0
Nitroreductase,36.576,1,0.0
TM1586_NiRdase,36.576,1,0.0
SMC_N,36.57465384615385,29,0.0
Gpi16,36.558,1,0.0
DNA_mis_repair,36.54175,4,0.0
V_ATPase_I,36.53175,4,0.0
DUF4576,36.514,1,0.0
Microtub_bind,36.509,1,0.0
Sec3_C,36.478,1,0.0
XRN_M,36.464999999999996,3,0.0
Ctr,36.447,2,0.0
UDPGT,36.42885,20,0.0
DNA_ligase_A_C,36.415,3,0.0
DNA_ligase_A_N,36.415,3,0.0
DNA_ligase_A_M,36.415,3,0.0
DUF2477,36.401,1,0.0
CAF-1_p60_C,36.389,1,0.0
tRNA_m1G_MT,36.353,3,0.0
Tti2,36.341,1,0.0
DUF2228,36.33,1,0.0
Rio2_N,36.318,1,0.0
PrmA,36.312999999999995,7,0.0
tRNA_int_endo_N,36.307,2,0.0
Lzipper-MIP1,36.282,2,0.0
CENP-H,36.279,1,0.0
betaPIX_CC,36.269,1,0.0
DUF2517,36.244,1,0.0
YfiO,36.173500000000004,3,0.0
53-BP1_Tudor,36.173,1,0.0
Abhydro_lipase,36.1645,6,0.0
CIA30,36.159,1,0.0
ATG7_N,36.149,1,0.0
2OG-FeII_Oxy,36.12417391304348,23,0.0
Condensin2nSMC,36.096,1,0.0
BH4,36.085,3,0.0
LCM,36.066500000000005,2,0.0
MCU,36.036,3,0.0
PAF,36.035,1,0.0
DUF713,36.008,1,0.0
RsfS,35.992,1,0.0
STAT2_C,35.98,1,0.0
Lipase,35.965,11,0.0
DUF1604,35.953,1,0.0
N6_N4_Mtase,35.946,1,0.0
zf-C4_Topoisom,35.918,1,0.0
KN_motif,35.90375,4,0.0
RNA_pol_I_A49,35.9,1,0.0
TrmE_N,35.857,1,0.0
MnmE_helical,35.857,1,0.0
PTEN_C2,35.78088888888889,9,0.0
DUF445,35.766,1,0.0
Flavokinase,35.764,1,0.0
zf-ACC,35.7425,2,0.0
CLP1_N,35.719,1,0.0
Clp1,35.719,1,0.0
PP2C,35.712736842105265,24,0.0
DUF4594,35.69166666666667,3,0.0
Asparaginase,35.689,4,0.0
TBCC,35.657000000000004,3,0.0
Zwilch,35.618,1,0.0
DUF6350,35.612,1,0.0
Taxilin,35.5982,6,0.0
efThoc1,35.591,1,0.0
AChE_tetra,35.5905,2,0.0
UPF0489,35.566,1,0.0
Peroxin-3,35.554,3,0.0
Cu2_monooxygen,35.54866666666667,3,0.0
Cu2_monoox_C,35.54866666666667,3,0.0
PTPS,35.546,1,0.0
NEMO,35.5435,2,0.0
PRK,35.54,3,0.0
EMC6,35.5205,2,0.0
ClpB_D2-small,35.4735,2,0.0
Arrestin_N,35.4659,10,0.0
Arrestin_C,35.4659,10,0.0
RCC1,35.3899,222,0.0
Neugrin,35.388,1,0.0
ANAPC3,35.368,14,0.0
DUF6279,35.364,1,0.0
Syntaxin-18_N,35.364,1,0.0
MTA_R1,35.32566666666667,5,9.190973941862744
Ribosomal_L35p,35.257,1,0.0
BRCC36_C,35.227,1,0.0
Cnd2,35.215,1,0.0
NCBP3,35.214999999999996,3,0.0
PPTA,35.20155555555556,15,16.348335735888636
RNase_T,35.18118181818182,11,0.0
RNA_pol_Rbc25,35.111,1,0.0
SURF2,35.107,1,0.0
PPARgamma_N,35.106,1,0.0
PRF,35.102,1,0.0
Rsm1,35.095,2,0.0
zf-C3HC,35.095,1,0.0
DUF525,35.092,1,0.0
RNA_pol_Rpb2,35.061,16,0.0
Vps52,35.0535,2,0.0
UDG,35.04533333333333,3,0.0
CENP-T_C,35.024,2,0.0
LOH1CR12,35.004,1,0.0
rRNA_processing,35.001,1,0.0
DBR1,34.991,1,0.0
FIST,34.959,1,0.0
FIST_C,34.959,1,0.0
Btz,34.946,1,0.0
zf-SAP30,34.939,2,0.0
SAP30_Sin3_bdg,34.939,2,0.0
Drf_GBD,34.931666666666665,13,0.0
Drf_FH3,34.931666666666665,9,0.0
MIS13,34.928,1,0.0
DUF1387,34.924,2,0.0
CPSF73-100_C,34.911,1,0.0
Rsm22,34.903,1,0.0
COG2,34.848,1,0.0
Lactonase,34.839,1,0.0
DBP10CT,34.828,1,0.0
PP1_bind,34.826,2,0.0
TAD2,34.793,1,0.0
P53_TAD,34.793,1,0.0
FKTN_N,34.753,1,0.0
PMC2NT,34.721,1,0.0
DUF5564,34.686,1,0.0
Sarcoglycan,34.68233333333333,6,0.0
Vanin_C,34.678333333333335,3,0.0
Acyltransf_C,34.6742,5,0.0
Mur_ligase_C,34.672,1,0.0
Mur_ligase_M,34.672,2,0.0
CarboxypepD_reg,34.66429761904762,28,13.318433610351232
KTI12,34.6595,2,0.0
Pdase_M17_N2,34.648,1,0.0
LTV,34.645,1,0.0
UQCC3,34.627,1,0.0
DUF592,34.603,1,0.0
MRG,34.583333333333336,3,0.0
Vps53_N,34.57,1,0.0
VPS53_C,34.57,1,0.0
Pep_deformylase,34.509,1,0.0
Hist_deacetyl,34.506181818181815,12,0.0
ODR4-like,34.48,1,0.0
Sugar_tr,34.47363333333333,39,65.32483268125019
CpG_bind_C,34.459,1,0.0
RhoGEF67_u1,34.436,2,0.0
RhoGEF67_u2,34.436,2,0.0
TRM13,34.435,2,0.0
ERCC3_RAD25_C,34.422,1,0.0
PARG_cat,34.41,1,0.0
Shisa,34.38786666666667,15,0.0
PH_TFIIH,34.357,1,0.0
DUF5549,34.356,1,0.0
fn2,34.3465,14,0.0
CENP-R,34.343,1,0.0
MATH,34.331399999999995,5,0.0
UEV,34.32125,4,0.0
Laminin_EGF,34.252314285714284,250,0.0
HALZ,34.25,3,0.0
CRAL_TRIO,34.22177777777778,27,0.035999999999999144
Alg6_Alg8,34.22,2,0.0
DUF4660,34.215,1,0.0
ORMDL,34.20166666666667,3,0.0
Nucleoporin_N,34.18666666666667,3,0.0
Gcd10p,34.179,1,0.0
MGAT2,34.155,1,0.0
Crescentin,34.14478571428571,17,0.0
SLT,34.144,1,0.0
RPC5,34.132,1,0.0
RPC5_C,34.132,1,0.0
LSPR,34.094,17,0.0
CCDC144C,34.06748076923077,26,0.9375840406775987
DNA_primase_S,34.04,2,0.0
DUF4757,34.027,3,0.0
Ric8,33.9825,2,0.0
STG,33.981,2,0.0
PQ-loop,33.959199999999996,9,0.0
GCD14,33.934,2,0.0
IRF-2BP1,33.911,3,0.0
zf-HIT,33.889833333333335,6,0.0
Nop25,33.871,1,0.0
HCNGP,33.824,1,0.0
Rft-1,33.814,1,0.0
DUF3437,33.805,2,0.0
VHL,33.798,2,0.0
Kinetochor_Ybp2,33.78,1,0.0
SGT1,33.766,1,0.0
DUF4706,33.761,1,0.0
Aurora-A_bind,33.746,1,0.0
TPX2,33.746,3,0.0
TPX2_importin,33.746,4,0.0
TAF6_C,33.7102,5,0.0
UMPH-1,33.6845,2,0.0
